uuid,title,notes,type,status,trashed,start,startDate,deadline,creationDate,stopDate,project_name,area_name,heading_name
FAgGAqE22Xza7BY3N8fzmU,"在其他设备上获取 Things","您也可以在其他设备上获取该 App。Things 将同步所有内容。✨

Mac: culturedcode.com/things/mac/appstore/
iPad: culturedcode.com/things/ipad/appstore/
Vision: culturedcode.com/things/vision/appstore/",0,0,0,1,,,1764593668.63893,,,,"在您离开之前…"
VemA6nzhGLURUNTFsKHxPR,"同步您的设备","Things Cloud 可以跨 Mac、iPad、iPhone、Watch 和 Vision Pro 同步您的待办事项。请前往 Things 的“设置” → “Things Cloud”，以创建免费账户。

即使仅使用一台设备，您也应该创建一个 Things Cloud 账户，这能确保您的数据始终得到安全备份。",0,0,0,1,,,1764593668.63454,,,,"调整您的设置"
GT8NwNYU5mYyzU1odYgDGY,"搜索和导航","通过""快速查找""功能查找内容非常方便。

折叠此待办事项，滚动到项目顶部，然后下拉以显示搜索。

然后只需输入列表、项目、待办事项或标签的名称即可，它会立即为您呈现查找结果。",0,0,0,1,,,1764593668.63588,,,,"提高工作效率"
8M8rA2GNZ7wdwykG6QBQT4,"things的功能好在哪里","1. 专注于待办
2. 区域-项目-标题-标签-待办-子待办，这样的分级让你很容易去把一件事归类
3. 随时可以把待办升级成项目",0,0,0,1,,,1764764134.05608,,,,"做待办软件的专题，从things出发"
EN817iBGxHYqhQNTq91LfJ,"学习flomo AI洞察里面的各种各样的预设思考模板它背后到底是在思考什么东西？那些思考模板思考的目的是为了帮助人干什么？以及继续提更多的问题来善的弄明白到底为什么要进行这样这些的思考。","",0,0,0,0,,,1764864451.97468,,,,
EPx4XDByxB4cPRMuAzksjq,https://www.kaggle.com/whitepaper-introduction-to-agents,"",0,0,0,1,,,1764906563.42887,,,,"agent 入门白皮书"
D81otyAm43Ca5nZdasGjJi,"从heptabase得到的灵感","分成卡片去记录某一个知识的点，由此触发了一个思考： 一篇文章通常如何组织？有哪些要点？写文章之前能否快速形成对一个事情的大纲，有哪些模式和框架？",0,0,0,1,,,1764917252.61119,,,,"写作和思考的框架"
HgmnKFoN5tDBWfacXEvZXE,"四层学习框架","概念层： 是什么，能做什么，和之前的有什么区别
原理层： 介绍原理、架构、模块
工程层： 用主流框架和工具把这些模块“落成代码”，做出可运行的 Agent
应用层： 在具体业务或个人工作流中如何实践",0,0,0,1,,,1764917880.81567,,,,"写作和思考的框架"
Uv1zJfhmH268pBJ6NXebhF,"提出问题，解决问题类型","",0,0,0,1,,,1764917896.14395,,,,"写作和思考的框架"
FHMCZ57hVSv1sH6Lpg51tp,"ai帮助检查写作的质量","1. 检查有没有跑题
2. 检查有没有没说清楚的地方",0,0,0,1,,,1764918504.48928,,,,"写作和思考的框架"
AjraNbkPVtF85TGY15vh3v,"面向大众记录笔记","",0,0,0,1,,,1764999440.11633,,,,"public一个obsidian的网站"
XTPKczABVCxJuCnUNbQq7m,"让ai每周去根据记录的内容去发现一些新的东西","",0,0,0,1,,,1764999479.25411,,,,"AI 加强 obsidian"
JgqnLw8pW99rbW13rNkdmf,"让ai去找出新的卡片主题，或者把一个卡片拆分成多个卡片","",0,0,0,1,,,1764999508.31161,,,,"AI 加强 obsidian"
2Hq3XaWczTBHGkRgUpun6k,"obsidian续费","",0,0,0,2,132821120,,1765112557.28481,,,,
7wFU3umrCVenB1jqPkny8U,"如何持续做重要的事情",https://gemini.google.com/app/878defe715885fdf,0,0,0,1,,,1765272018.75563,,,,"如何过清晰的人生"
G451hbNyeejjEmJTTBYhv8,"写的笔记应该要带一个类似时间的标识，目的是为了ai每周去总结","问ai应该怎么实现",0,0,0,1,,,1765272193.59494,,,,"定制化"
Pmed78TqBXfEyBKh69jtxr,"学习能让ai生成出指定风格的提示词","",0,0,0,1,,,1765957781.24952,,,,"一个月学习设计审美和思维"
8ETda6kG3p4wBnYzeK4jun,"学习不同的设计风格","",0,0,0,0,,132781952,1765957795.60389,,,,
TAUu6PUp8io7ukp3p2Q1YM,"学习设计的历史","",0,0,0,1,,,1765957803.49373,,,,"一个月学习设计审美和思维"
Rfpjsh98WsVynAocQsevUv,"设计有哪些门类","",0,0,0,1,,,1765957809.82437,,,,"一个月学习设计审美和思维"
FegBv7HGJZGGjSm38BXea3,"我要学的设计是什么门类","",0,0,0,1,,,1765957820.19897,,,,"一个月学习设计审美和思维"
LAeTymRWoa57GgRd9ymfRv,"ai设计发展现状","",0,0,0,1,,,1765957828.94008,,,,"一个月学习设计审美和思维"
QA3kf8wXd7qYPr76J4xk1v,"图片孵化器","",0,0,0,0,,,1766410503.55053,,,,
YbbVdtheiYFiNpTigweizB,"截图服务压测","",0,0,0,1,,,1766455154.98721,,,,
Brf8QzWUx1ZWagzyXEAT1k,"合入mermaid分支","",0,0,0,1,,,1766544069.3019,,,,
137SgsAQ4YeRG5WuYG2n7g,"google 的框架能否帮助我完成这个应用","",0,0,0,1,,,1766589903.2561,,,,"学习现在 agent 到什么程度了"
GHXSBrrAzwSf5Rct8Ggn5Q,"一套自底向上的问题集","",0,0,0,1,,,1766590217.21706,,,,"AI 辅助编写 prompt"
YNjosPxECzBq6YSjfkFRMj,"mao 说的多 agent 协作模式，现在发展到什么程度","",0,0,0,1,,,1766589868.81769,,,,"学习现在 agent 到什么程度了"
DG36c6UMqHaCwFwTjU4MQZ,"是否是 A2A 这个模式","",0,0,0,1,,,1766589890.37493,,,,"学习现在 agent 到什么程度了"
WvnPVVbuHifwKRjD2p3pKF,"一套自顶向下的问题集","",0,0,0,1,,,1766590217.21706,,,,"AI 辅助编写 prompt"
HrGqWNf9HiUeCp3viUNBUX,"体验各种 ai 产品","",0,0,0,1,,,1766589834.28353,,,,"学习现在 agent 到什么程度了"
2RrdGKhPxYZnLDjMcdJKiD,"核心是保持主体性，是我主动学习，而不是让 ai 疯狂输出，每一次让 ai 给出的答案都应该是我主动想要选择的","",0,0,0,1,,,1766590093.1534,,,,"学习怎么学习"
LK8vN53bGBApm8g5UBi25Y,"扩展问题集","",0,0,0,1,,,1766590264.78745,,,,"AI 辅助编写 prompt"
6usebaP9ZzxePyfhz366vM,"先理清“学习”这个领域有哪些理论和核心内容，画出领域地图","",0,0,0,1,,,1766589926.21994,,,,"学习怎么学习"
MicexFqAc9SzuTW4QspYG4,"全知识app","",0,0,0,0,,,1766592119.95367,,,,
3AaEmpYQHLJNwHqTZcnTmE,"翻新大同页面","",0,0,0,2,,,1766740958.30733,,,,
SyitKD6kfAB478TkZUSeM2,"去找纳瓦尔知识库","",0,0,0,2,,,1767149839.39617,,,,
BzCvgadmiEAmSnh9VNyJJb,"copilot能做什么","",0,0,0,1,,,1767423744.75294,,,,"知识地图AI插件"
5iKc49WhxhfdthdKKtm92g,"通过做一个英语学习软件去思考，软件希望你怎么学习英语","",0,0,0,2,,,1767454974.87533,,,,
Jfc3jtRAkaQfHWrj9fHF4C," 学习coding agent  ",https://github.com/shareAI-lab/learn-claude-code/blob/main/README_zh.md,0,0,0,2,,,1767772478.8693,,,,
LPT2jjXAGoCknxcNfKBr46,"美国豆瓣 2025年度纽约时报亚马逊最佳70➕ 2025即将过... http://xhslink.com/o/YTzLvTilVY","复制后打开【小红书】查看笔记！
",0,0,0,0,,,1767888082.80619,,,,
9yv4SSEJSQRtgvswVtrNq3,"做一个读书skills，拆书，获取导图，获取知识间的关联，扩展关联等","",0,0,0,0,,,1767925107.49994,,,,
sLMvLkCudgKMHbzcCesSu,"10.昨日青春  9.初吻  8.浪浪山 7.无可奈何  6.秋日何时来  5.巴黎夏日  4.普通事故  3.一战再战  2.夜班  1.看我今天怎么说","",0,0,0,0,,,1768040326.39194,,,,
MfMGzKVjfP7funRenPGemB,"leancloud 停服，需要把大同网站的留言服务迁移一下，顺便梳理下大同服务的列表，防止某天访问不了","",0,0,0,2,,,1768206797.85529,,,,
6P6orU1aLuQAwwP9NZkCBG,"全网疯传的 NotebookLM 进阶的 16 个神级提 NotebookL... http://xhslink.com/o/32ucdP6xt5j","复制后打开【小红书】查看笔记！
",0,0,0,0,,,1768216469.16682,,,,
CNavi1ZDRruWkhF4WTkD2D,"保姆级教程｜Moltbot部署并接入MiniMax流程 Moltbot（... http://xhslink.com/o/55VMDi7TQHs","复制后打开【小红书】查看笔记！
",0,0,0,0,,,1769578663.62388,,,,
SXgEiRAU8uZVsLj4sicBmM,"通过和ai聊天，思考黄金大涨，背后的原因，以及对美股市场的影响，中国市场未来的发展，等等","",0,0,0,0,,,1769737536.85532,,,,
KNfEKpc4arFFkY4yWBpF1u,"看 how to speak","",0,0,0,0,,,1769774652.86439,,,,
XFutNhJvggYjxJCULiNcvC,"台北101攀登视频","",0,0,0,0,,,1769789444.70788,,,,
4cJjEH46Ki2QBuFK4TvTva,"语音能不能记录录音时的位置信息","",0,0,0,0,,,1769878674.05001,,,,
F9riJezZJ1dZZukyHZtUBX,"ios 个人应用，解决手机记录问题","",0,0,0,0,,,1769942336.13193,,,,
DdNN23ZU36noCkc6Cf7SN1,"新样式","",0,0,0,1,,,1774237028.40787,,,,"网站"
PtKDFAWT3fksuToTEacdFU,"项目概述","",0,0,0,1,,,1774237035.98087,,,,"网站"
2vLSwzPLodd9Znf8WuDqJH,"下载链接","",0,0,0,1,,,1774237042.55018,,,,"网站"
T5Ltr4tbwKrP3Haq614GYU,"项目使用说明","",0,0,0,1,,,1774237049.58529,,,,"网站"
L8szXTzRMGoMqTWAiaVMCp,"3个相册","",0,0,0,1,,,1774237522.13491,,,,"网站"
XyJ3ADgtYXctdrtr96SAhv,Aura,"",0,0,0,1,,,1774237538.4611,,,,"网站"
73qVLMiGPYHL516QV49hAr,Stash,"",0,0,0,1,,,1774237546.39503,,,,"网站"
KSbch8Tb9i9WweL16E88tx,Khalil,"",0,0,0,1,,,1774237550.85542,,,,"网站"
XjPBWJJSUdPMfNfU26U6YA,LOGO,"",0,0,0,1,,,1774237596.55596,,,,"设计物料"
FFtRXyF35VhtQ2DbnpnRjx,"截图","",0,0,0,1,,,1774237600.38128,,,,"设计物料"
JrrKtBuCSoQDuGPNiHEVNb,"工作台页面","",0,0,0,1,,,1774238716.20526,,,,Orbit
X3eRnmmNjb4Byp8JqGa16u,"每日笔记","",0,0,0,1,,,1774238746.10593,,,,Orbit
Dxr9ZdCtvnCshtGN8syK3Z,"每日待办","",0,0,0,1,,,1774238756.54509,,,,Orbit
DDtY1QNyD39iPazUaSb6ew,"每日操作时间轴","",0,0,0,1,,,1774238762.35146,,,,Orbit
Y4NkAKNXXEbjVGVhbiFKz,"分析某个人的所有feed","",0,0,0,1,,,1774265796.23136,,,,"数据分析"
9jowZU2HyYpUeyF4YaVtfk,"根据feed流分析某段时间的重要事件","",0,0,0,1,,,1774265798.72895,,,,"数据分析"
471EzEPFyFZVPaSaa2wDHv,"arvix论文分析","",0,0,0,1,,,1774265834.68581,,,,"数据分析"
D9pFaMTSJbfen6hdVdefcT,"","",0,0,0,1,,,1774265892.11719,,,,"数据分析"
158MWgz81PEZR8GPQu6Gzs,"omnifocus 4 调研",https://www.perplexity.ai/search/diao-yan-omnifocus-4-de-she-ji-bBkqjtHRSuyvCfyy2dBx0Q,0,0,0,1,,,1775186507.27224,,,,"任务管理"
HgS75wafMxUkUFGzD6wAhs,"linear和omnifocus4 对比",https://gemini.google.com/app/b3a3f7ba6bc9d364,0,0,0,1,,,1775186514.11293,,,,"任务管理"
Fvrqtwk5Ug1vTJUrurdC27,"两者对orbit有什么启发","",0,0,0,1,,,1775186522.87445,,,,"任务管理"
2iszhaG1p8d3e4eFn3VdYt,"tiptap深度调研","",0,0,0,1,,,1775186613.75684,,,,"block编辑器"
GWPUZdDXYfFcSBxyDTUZSY,"orbit中除了tiptap的基础功能，怎么结合orbit里独特的内容","",0,0,0,1,,,1775186627.08018,,,,"block编辑器"
AEoxG4k5c5apgymwYqyNP1,"multica深度调研",https://github.com/multica-ai/multica,0,0,0,1,,,1775186739.6681,,,,multica
DU7RgX2k8THaAK2pYtqHWA,"orbit能借鉴什么","",0,0,0,1,,,1775186759.79894,,,,multica
PUs9k8dDy2aiiVjqDEPXCX,"调研","",0,0,0,1,,,1775186920.9934,,,,capacities
9DpDiZbE7EanhuYbpCg8nf,"自动化逻辑","",0,0,0,1,,,1775186929.27056,,,,capacities
U9fiFY1rWh88GUF9FCbZ9e,"","",0,0,0,1,,,1775186957.685,,,,"orbit重新设计"
BYboJVvJXrdR9KWyfqgcyh,karpathy,"https://x.com/karpathy/status/2039805659525644595
",0,0,0,1,,,1775365877.43899,,,,"长文的学习怎么解决"
UQmK9Kwxp8DWJvByqXtArr,"自行search","",0,0,0,1,,,1775534785.81173,,,,"信息获取"
JWWfJ3uosC1qY8A8uvULgS,"对应渠道抓取","",0,0,0,1,,,1775534794.87387,,,,"信息获取"
AEk9iHQuoa2CnUtYxfN9ic,"翻译agent","",0,0,0,1,,,1775534801.71177,,,,"信息获取"
WV5DixRKdtY4czKWFuU6wG,llm-wiki,"",0,0,0,1,,,1775534842.55793,,,,"信息获取"
8zi14PS22Es5DfPUagNpwZ,"基于https://github.com/jackyzha0/quartz 创建项目并部署","",0,0,0,1,,,1775534951.17703,,,,"信息获取"
GeFxqUc5ds7tsg2mGCE55k,onyx,"",0,0,0,1,,,1776421586.60095,,,,"research agent"
TgNJPkqmjmndBsHixMBoBz,https://youanalysis.com/report/nZumoTzTQbj4,"",0,0,0,1,,,1776421663.91486,,,,"research agent"
DBC2tko8hy7vA3A4vgTZJZ,"继续调研别的，并给出我想要的agent架构","",0,0,0,1,,,1776421682.46432,,,,"research agent"
2bxzGnjnogvzGqxrvMjPNJ,"针对一个研究方向做 deep research","web search， 数据清洗， 数据存储， 数据分析
",0,0,0,1,,,1776502433.36412,,,,"数据分析"
23v2kbfq96CZfN7MEKSWuL,"针对某个博主做过往数据的完整抓取，然后对本地数据进行分析","https://www.nytimes.com/interactive/2023/01/31/technology/elon-musk-tweets.html?smid=tw-nytimes&amp;smtyp=cur  纽约时报分析了 Elon Musk         
的过往推特,并做了一篇数据分析的文章。请分析这篇文章都在哪些维度去做数据分析。从可视化的理论上讲解一下如何复制这样的研究。我的目的是要对 Twitter 
上的其他人做类似的研究。请沉淀一篇实施计划文章,教我如何做。

羔羊计划

",0,0,0,1,,,1776502483.00689,,,,"数据分析"
6Bfhc1e7J5VeKoNhk295gL,"对各种格式数据转换成 agent 友好的数据格式","",0,0,0,1,,,1776502688.16226,,,,"数据分析"
KMrnMDb3ssV4h96fDK9p46,"x 文章","",0,0,0,1,,,1776503794.81515,,,,"对各种网站进行完整抓取的能力"
K3PWCJfAJUCgTFU5xAYFtC,"x 推文","",0,0,0,1,,,1776503784.40147,,,,"对各种网站进行完整抓取的能力"
WcD68HQnxG2vjt6d9fP1Vf,"小红书","",0,0,0,1,,,1776503803.58859,,,,"对各种网站进行完整抓取的能力"
HR9vpJXM7dDb49oGvh5Ktv,"","",0,0,0,1,,,1776612782.89011,,,,"数据分析"
SZTSNeENu27gJ7LWpvQLDs,"定下的数据结构和各种平台上传上来的数据结构不一样怎么办？","",0,0,0,1,,,1776612793.96437,,,,"数据中台"
Y6iATpfs68ACQzXtfNw1XJ,"twitter 跑通生产级内容","",0,0,0,1,132795008,,1776701047.96764,,,,
CJ1hWr3cYRW9ZTFhB7jUVw,"会生成设计方案文档，文档有一个精美的阅读器，阅读器可以单独窗口打开","",0,0,0,1,,,1776849740.72795,,,,"阅读器"
LR96uyGxvvvwML3CQemM7F,"操作依然需要记录，应该做在orbit的接口层，每个接口产生语义化的操作日志，落到 applog","",0,0,0,1,,,1776849902.10629,,,,"终端会话优化"
9qhQEdjtjHWgTsT6ENf6Bk,"","",0,0,0,1,,,1776849961.05802,,,,"终端会话优化"
PF6UZDR4GLfxt6p45QHtpo,"外部可以拖入一些材料到 files目录","",0,0,0,1,,,1776875365.44971,,,,"files目录优化"
9bLHob4JBwtnwLFZEQsccU,"各种右键应该要能打开文件夹","",0,0,0,1,,,1776875347.40805,,,,"files目录优化"
7eD9Yud7qnSKzTZX3M7DqV,"测试题的五个选项究竟代表什么意思","",0,0,0,1,,,1776957074.84331,,,,"愿景设计"
GcNcQUSCNpjYmL431YyH67,"这道题目缺少对成长来时路的提问。应该要对一个人的成长有完全的了解，并且知道他以前是干什么的，现在想做什么。","",0,0,0,1,,,1776961958.98887,,,,"愿景设计"
BLZ6QZJoBLMBB15cFiFrtF,"高亮的笔记当长度和高亮差不多时，直接显示在高亮的下方间距处，当比较长时，hover高亮会出现笔记全文，但浮框大小要限制，根据页面的情况来决定。超长的话鼠标移动到浮框可以滚动查看","",0,0,0,1,,,1777001742.28256,,,,"如何做跟踪"
Gps3gjoSxDy5nap8KhFodp,"分析某个代码库","",0,0,0,1,,,1777019664.52421,,,,"反思自己每天要做的事情"
N1LqPKxA3rNi3tiTTX6YYL,"规划多个项目的任务","",0,0,0,1,,,1777019674.96096,,,,"反思自己每天要做的事情"
PpYNU4YvD6sSE6PM6xjm7S,"看各种信息","",0,0,0,1,,,1777019687.17079,,,,"反思自己每天要做的事情"
UrfnVCTARiMtJaBmU3WQXg,"验收功能","",0,0,0,1,,,1777019695.87175,,,,"反思自己每天要做的事情"
5MW6GEmofhnugX78VMiAWQ,"上面这些怎么尽可能让agent自动化，列出哪些步骤应该怎么做","",0,0,0,1,,,1777019712.4312,,,,"反思自己每天要做的事情"
Y92EX6oTEXzsaniJ6NhpM8,"每日每周每月回顾","",0,0,0,1,,,1777019736.61115,,,,"反思自己每天要做的事情"
R92b4nS7SQQgWiAFYsiQUC,"提供各种agent来执行日常任务，但这个日常任务放在哪","",0,0,0,1,,,1777020021.57658,,,,"agent能做的事情"
KTkUooRarQKhCVLLgWmCc8,"给agent设置一套动物园头像","",0,0,0,1,,,1777020842.57246,,,,"agent能做的事情"
GtiEh8Yn761Ea9xmQexXJp,"动物要和能力解绑，形成二维的多对多","",0,0,0,1,,,1777020853.76359,,,,"agent能做的事情"
2ZvQkRHdWMg91htQVL5kvE,"git worktree 最方便的创建，可视化，装依赖，验证，提pr或直接合主干，销毁，一整套","",0,0,0,1,,,1777021372.90344,,,,"agent能做的事情"
2oKMyYiQW65ErAz7edRxs9,"切换vault实现切换工作区","",0,0,0,1,,,1777021622.98426,,,,"工作区"
